latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
40.75549,29.76343,310.2,0.41,0.61,2026-09-03,100,N,VIIRS,n,2.0NRT,291.18,2.05,N
41.17693,32.63522,301.43,0.55,0.68,2026-09-03,100,N,VIIRS,n,2.0NRT,288.77,1.32,N
41.25372,31.41099,312.41,0.48,0.64,2026-09-03,100,N,VIIRS,n,2.0NRT,288.81,1.83,N
41.25615,31.41208,309.06,0.48,0.65,2026-09-03,100,N,VIIRS,n,2.0NRT,288.74,1.68,N
41.25695,31.43116,300.05,0.48,0.65,2026-09-03,100,N,VIIRS,n,2.0NRT,289.44,1.23,N
41.26164,31.42777,301.7,0.48,0.65,2026-09-03,100,N,VIIRS,n,2.0NRT,290.13,1.08,N
41.26328,31.42239,302.74,0.48,0.65,2026-09-03,100,N,VIIRS,n,2.0NRT,290.41,1.08,N
41.26412,31.42889,303.28,0.48,0.65,2026-09-03,100,N,VIIRS,n,2.0NRT,290.99,1.23,N
38.65942,30.61887,304.26,0.52,0.67,2026-09-03,102,N,VIIRS,n,2.0NRT,285.95,1.1,N
38.66015,30.61957,303.51,0.52,0.67,2026-09-03,102,N,VIIRS,n,2.0NRT,285.8,1.42,N
38.79848,26.92624,308.03,0.34,0.56,2026-09-03,102,N,VIIRS,n,2.0NRT,293.91,1.18,N
39.09029,27.51417,306.09,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,290.2,0.43,N
39.09131,27.51251,309.97,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,291.18,1.4,N
39.11634,27.52178,301.91,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,290.01,0.49,N
39.30169,27.5849,316.81,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,290.16,1.54,N
39.30231,27.58321,338.43,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,291.76,2.49,N
39.30264,27.58137,318.06,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,290.36,1.54,N
39.36445,32.05397,299.26,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,285.78,2.26,N
39.3666,32.04895,314.15,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,285.92,4.43,N
39.36676,32.04648,297.04,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,285.96,2.26,N
39.37042,32.05919,302.18,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,283.91,4.04,N
39.3706,32.05684,327.2,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,284.63,2.26,N
39.3727,32.05196,334.9,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,285.0,4.43,N
39.37285,32.04953,316.71,0.58,0.7,2026-09-03,102,N,VIIRS,n,2.0NRT,284.44,2.26,N
39.48725,30.04163,295.85,0.46,0.64,2026-09-03,102,N,VIIRS,n,2.0NRT,284.76,0.38,N
39.86396,26.24465,305.12,0.58,0.52,2026-09-03,102,N,VIIRS,n,2.0NRT,291.23,1.7,N
39.86735,26.24556,299.97,0.58,0.52,2026-09-03,102,N,VIIRS,n,2.0NRT,289.95,0.8,N
40.22218,29.25283,300.99,0.4,0.6,2026-09-03,102,N,VIIRS,n,2.0NRT,289.85,0.53,N
41.02069,28.55628,316.32,0.35,0.57,2026-09-03,102,N,VIIRS,n,2.0NRT,292.13,0.96,N
