latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
35.72762,44.04168,367.0,0.56,0.69,2026-09-06,3,N,VIIRS,h,2.0NRT,297.53,7.55,N
35.72942,44.03557,314.87,0.56,0.69,2026-09-06,3,N,VIIRS,n,2.0NRT,293.84,9.25,N
35.77422,43.99967,318.65,0.56,0.69,2026-09-06,3,N,VIIRS,n,2.0NRT,295.69,2.86,N
35.77594,43.99382,313.8,0.56,0.69,2026-09-06,3,N,VIIRS,n,2.0NRT,295.05,2.86,N
35.95211,43.72604,304.04,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,293.8,1.44,N
35.97777,43.77038,311.19,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,293.83,3.99,N
35.97935,43.77118,332.85,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,295.3,4.33,N
35.98364,43.7733,328.44,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,294.89,4.06,N
35.99619,43.7594,304.22,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,293.47,1.0,N
35.99887,43.76731,302.38,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,291.31,1.42,N
36.0004,43.7681,301.37,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,290.96,1.05,N
36.00058,43.76151,316.4,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,293.74,1.42,N
36.00207,43.7623,306.23,0.54,0.68,2026-09-06,3,N,VIIRS,n,2.0NRT,292.72,1.0,N
36.01651,43.68439,305.34,0.53,0.67,2026-09-06,3,N,VIIRS,n,2.0NRT,292.86,1.65,N
36.01764,43.68476,307.92,0.53,0.67,2026-09-06,3,N,VIIRS,n,2.0NRT,293.27,1.33,N
36.41295,43.61509,306.89,0.51,0.66,2026-09-06,3,N,VIIRS,n,2.0NRT,290.01,1.0,N
36.68913,40.82695,302.53,0.36,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.14,0.85,N
36.68969,41.89737,305.91,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,288.7,1.27,N
36.69017,40.82302,316.56,0.36,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,291.07,0.85,N
36.69122,40.82566,319.27,0.36,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.96,1.65,N
36.69223,40.82171,303.61,0.36,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.42,1.48,N
36.69505,41.89965,304.18,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,290.43,1.27,N
36.74421,43.49965,303.03,0.5,0.66,2026-09-06,3,N,VIIRS,n,2.0NRT,291.34,1.06,N
36.76471,40.94336,305.74,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,289.51,3.54,N
36.7656,40.94569,310.4,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,289.95,4.85,N
36.76577,40.93938,367.0,0.37,0.58,2026-09-06,3,N,VIIRS,h,2.0NRT,293.11,3.54,N
36.76664,40.9417,336.17,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,291.28,4.85,N
36.76683,40.93541,348.35,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.92,7.63,N
36.76767,40.93771,367.0,0.37,0.58,2026-09-06,3,N,VIIRS,h,2.0NRT,294.99,9.73,N
36.76984,40.94542,303.41,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,289.79,3.54,N
36.7709,40.94146,319.44,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.3,3.54,N
36.77195,40.93749,321.71,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.09,7.63,N
36.7721,43.32633,311.65,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,293.0,4.38,N
36.77279,40.93982,318.02,0.37,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.75,9.73,N
36.7755,43.32474,352.68,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,296.21,10.33,N
36.77833,43.32706,331.68,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,295.43,3.74,N
36.77977,43.32199,318.4,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,295.09,3.74,N
36.79421,41.57514,311.05,0.39,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,290.22,1.24,N
36.82868,41.48965,312.43,0.39,0.59,2026-09-06,3,N,VIIRS,n,2.0NRT,289.81,1.49,N
36.82936,41.49193,303.25,0.39,0.59,2026-09-06,3,N,VIIRS,n,2.0NRT,289.93,0.61,N
36.83051,41.48771,308.34,0.39,0.59,2026-09-06,3,N,VIIRS,n,2.0NRT,289.94,1.0,N
36.8333,41.25425,302.53,0.38,0.59,2026-09-06,3,N,VIIRS,n,2.0NRT,289.19,0.42,N
36.8595,41.83321,318.64,0.4,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,290.45,2.3,N
36.8607,41.82885,339.96,0.4,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,291.52,2.3,N
36.86122,41.83229,353.54,0.41,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,292.87,6.55,N
36.86239,41.82792,319.54,0.4,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,290.67,6.29,N
36.86484,41.83544,305.36,0.4,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,290.94,2.3,N
36.86604,41.83106,313.19,0.4,0.6,2026-09-06,3,N,VIIRS,n,2.0NRT,291.03,2.3,N
36.86618,43.48753,316.62,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,291.86,2.2,N
36.87077,43.49411,325.0,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,293.52,2.2,N
36.88831,43.43343,305.69,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,291.61,0.77,N
36.89404,43.43597,303.59,0.49,0.65,2026-09-06,3,N,VIIRS,n,2.0NRT,291.05,0.64,N
36.91833,42.18029,342.04,0.42,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,290.97,4.5,N
36.94971,42.13202,303.73,0.42,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,289.72,1.28,N
37.06659,41.05447,305.62,0.36,0.58,2026-09-06,3,N,VIIRS,n,2.0NRT,290.78,1.91,N
37.123,42.14141,306.34,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,288.8,1.72,N
37.12442,42.14276,318.52,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,290.51,2.51,N
37.1272,42.14798,325.48,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,291.08,1.72,N
37.12845,42.14343,315.32,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,290.79,1.72,N
37.13137,42.15465,304.64,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,289.04,0.97,N
37.138,42.15237,308.96,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,289.79,1.84,N
37.13927,42.14779,314.21,0.41,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,290.38,1.84,N
37.17615,42.2992,327.0,0.42,0.61,2026-09-06,3,N,VIIRS,n,2.0NRT,291.18,5.11,N
